Monoterpene_EZ,Monoterpene,Time_series,Time_series
Mx_data[][714].d,,tseries.d,tseries.d
137.1325073242;C10H16H+,,,
,47.268,8/4/2019 20:45,43681.86468
,43.6551,8/4/2019 20:45,43681.86469
,53.9217,8/4/2019 20:45,43681.8647
,54.4815,8/4/2019 20:45,43681.86471
,48.6005,8/4/2019 20:45,43681.86472
,47.9026,8/4/2019 20:45,43681.86473
,46.7364,8/4/2019 20:45,43681.86475
,40.8489,8/4/2019 20:45,43681.86476
,41.8697,8/4/2019 20:45,43681.86477
,42.1205,8/4/2019 20:45,43681.86478
,40.1194,8/4/2019 20:45,43681.86479
,52.2979,8/4/2019 20:45,43681.8648
,55.5243,8/4/2019 20:45,43681.86481
,45.7929,8/4/2019 20:45,43681.86483
,57.9263,8/4/2019 20:45,43681.86484
,42.716,8/4/2019 20:45,43681.86485
,55.4479,8/4/2019 20:45,43681.86486
,39.352,8/4/2019 20:45,43681.86487
,36.9327,8/4/2019 20:45,43681.86488
,42.5326,8/4/2019 20:45,43681.8649
,32.9674,8/4/2019 20:45,43681.86491
,57.493,8/4/2019 20:45,43681.86492
,53.4329,8/4/2019 20:45,43681.86493
,20.7464,8/4/2019 20:45,43681.86494
,47.7915,8/4/2019 20:45,43681.86495
,36.6406,8/4/2019 20:45,43681.86497
,49.5949,8/4/2019 20:45,43681.86498
,41.3807,8/4/2019 20:45,43681.86499
,43.6772,8/4/2019 20:45,43681.865
,58.3885,8/4/2019 20:45,43681.86501
,40.1287,8/4/2019 20:45,43681.86502
,48.957,8/4/2019 20:45,43681.86503
,38.9779,8/4/2019 20:45,43681.86505
,56.0839,8/4/2019 20:45,43681.86506
,53.3718,8/4/2019 20:45,43681.86507
,56.2131,8/4/2019 20:45,43681.86508
,43.0217,8/4/2019 20:45,43681.86509
,47.7396,8/4/2019 20:45,43681.8651
,46.2549,8/4/2019 20:45,43681.86512
,61.4683,8/4/2019 20:45,43681.86513
,42.2894,8/4/2019 20:45,43681.86514
,42.3569,8/4/2019 20:45,43681.86515
,32.6562,8/4/2019 20:45,43681.86516
,42.0855,8/4/2019 20:45,43681.86517
,48.5295,8/4/2019 20:45,43681.86519
,36.309,8/4/2019 20:45,43681.8652
,44.3315,8/4/2019 20:45,43681.86521
,50.5389,8/4/2019 20:45,43681.86522
,56.7836,8/4/2019 20:45,43681.86523
,55.9733,8/4/2019 20:45,43681.86524
,60.6592,8/4/2019 20:45,43681.86525
,58.3095,8/4/2019 20:45,43681.86527
,39.6241,8/4/2019 20:46,43681.86528
,62.7434,8/4/2019 20:46,43681.86529
,35.5654,8/4/2019 20:46,43681.8653
,42.3911,8/4/2019 20:46,43681.86531
,52.1008,8/4/2019 20:46,43681.86532
,40.0295,8/4/2019 20:46,43681.86534
,39.465,8/4/2019 20:46,43681.86535
,45.2048,8/4/2019 20:46,43681.86536
,45.4659,8/4/2019 20:46,43681.86537
,61.518,8/4/2019 20:46,43681.86538
,53.107,8/4/2019 20:46,43681.86539
,35.2105,8/4/2019 20:46,43681.86541
,30.2095,8/4/2019 20:46,43681.86542
,47.5424,8/4/2019 20:46,43681.86543
,44.9027,8/4/2019 20:46,43681.86544
,50.4794,8/4/2019 20:46,43681.86545
,46.6222,8/4/2019 20:46,43681.86546
,38.4357,8/4/2019 20:46,43681.86547
,38.4797,8/4/2019 20:46,43681.86549
,42.1383,8/4/2019 20:46,43681.8655
,53.4753,8/4/2019 20:46,43681.86551
,45.7499,8/4/2019 20:46,43681.86552
,48.355,8/4/2019 20:46,43681.86553
,43.3731,8/4/2019 20:46,43681.86554
,50.6921,8/4/2019 20:46,43681.86556
,42.6811,8/4/2019 20:46,43681.86557
,48.6837,8/4/2019 20:46,43681.86558
,47.8485,8/4/2019 20:46,43681.86559
,51.3771,8/4/2019 20:46,43681.8656
,65.3579,8/4/2019 20:46,43681.86561
,40.8522,8/4/2019 20:46,43681.86563
,64.0659,8/4/2019 20:46,43681.86564
,42.0522,8/4/2019 20:46,43681.86565
,63.7206,8/4/2019 20:46,43681.86566
,37.141,8/4/2019 20:46,43681.86567
,51.6939,8/4/2019 20:46,43681.86568
,41.7533,8/4/2019 20:46,43681.86569
,42.449,8/4/2019 20:46,43681.86571
,41.3958,8/4/2019 20:46,43681.86572
,58.1183,8/4/2019 20:46,43681.86573
,46.3344,8/4/2019 20:46,43681.86574
,41.0787,8/4/2019 20:46,43681.86575
,36.7701,8/4/2019 20:46,43681.86576
,58.3536,8/4/2019 20:46,43681.86578
,51.0175,8/4/2019 20:46,43681.86579
,51.9727,8/4/2019 20:46,43681.8658
,56.2395,8/4/2019 20:46,43681.86581
,44.0862,8/4/2019 20:46,43681.86582
,57.7598,8/4/2019 20:46,43681.86583
,39.1776,8/4/2019 20:46,43681.86584
,50.9195,8/4/2019 20:46,43681.86586
,57.6277,8/4/2019 20:46,43681.86587
,37.6343,8/4/2019 20:46,43681.86588
,44.889,8/4/2019 20:46,43681.86589
,40.1514,8/4/2019 20:46,43681.8659
,58.2459,8/4/2019 20:46,43681.86591
,24.2272,8/4/2019 20:46,43681.86593
,44.8994,8/4/2019 20:46,43681.86594
,41.2198,8/4/2019 20:46,43681.86595
,44.4502,8/4/2019 20:46,43681.86596
,63.8879,8/4/2019 20:47,43681.86597
,36.8425,8/4/2019 20:47,43681.86598
,46.7015,8/4/2019 20:47,43681.866
,32.1497,8/4/2019 20:47,43681.86601
,36.6377,8/4/2019 20:47,43681.86602
,48.7613,8/4/2019 20:47,43681.86603
,47.0196,8/4/2019 20:47,43681.86604
,48.5842,8/4/2019 20:47,43681.86605
,44.8785,8/4/2019 20:47,43681.86606
,42.7267,8/4/2019 20:47,43681.86608
,38.9166,8/4/2019 20:47,43681.86609
,36.5257,8/4/2019 20:47,43681.8661
,49.2651,8/4/2019 20:47,43681.86611
,51.1986,8/4/2019 20:47,43681.86612
,44.2797,8/4/2019 20:47,43681.86613
,44.1938,8/4/2019 20:47,43681.86615
,54.0381,8/4/2019 20:47,43681.86616
,31.1449,8/4/2019 20:47,43681.86617
,39.9387,8/4/2019 20:47,43681.86618
,36.4334,8/4/2019 20:47,43681.86619
,64.4199,8/4/2019 20:47,43681.8662
,42.361,8/4/2019 20:47,43681.86622
,43.7452,8/4/2019 20:47,43681.86623
,44.0322,8/4/2019 20:47,43681.86624
,43.2874,8/4/2019 20:47,43681.86625
,51.6936,8/4/2019 20:47,43681.86626
,46.1353,8/4/2019 20:47,43681.86627
,50.298,8/4/2019 20:47,43681.86628
,52.1581,8/4/2019 20:47,43681.8663
,43.9944,8/4/2019 20:47,43681.86631
,40.6168,8/4/2019 20:47,43681.86632
,59.9993,8/4/2019 20:47,43681.86633
,61.3093,8/4/2019 20:47,43681.86634
,44.7499,8/4/2019 20:47,43681.86635
,37.0856,8/4/2019 20:47,43681.86637
,42.6007,8/4/2019 20:47,43681.86638
,51.9774,8/4/2019 20:47,43681.86639
,46.547,8/4/2019 20:47,43681.8664
,45.7589,8/4/2019 20:47,43681.86641
,36.9736,8/4/2019 20:47,43681.86642
,51.6459,8/4/2019 20:47,43681.86644
,50.4678,8/4/2019 20:47,43681.86645
,71.7639,8/4/2019 20:47,43681.86646
,41.3183,8/4/2019 20:47,43681.86647
,41.5323,8/4/2019 20:47,43681.86648
,57.94,8/4/2019 20:47,43681.86649
,51.4,8/4/2019 20:47,43681.8665
,32.8873,8/4/2019 20:47,43681.86652
,42.7541,8/4/2019 20:47,43681.86653
,41.457,8/4/2019 20:47,43681.86654
,45.1806,8/4/2019 20:47,43681.86655
,43.0396,8/4/2019 20:47,43681.86656
,36.7354,8/4/2019 20:47,43681.86657
,49.9018,8/4/2019 20:47,43681.86659
,42.5118,8/4/2019 20:47,43681.8666
,46.1916,8/4/2019 20:47,43681.86661
,43.0408,8/4/2019 20:47,43681.86662
,43.6624,8/4/2019 20:47,43681.86663
,37.0874,8/4/2019 20:47,43681.86664
,55.0325,8/4/2019 20:47,43681.86666
,38.3352,8/4/2019 20:48,43681.86667
,41.9208,8/4/2019 20:48,43681.86668
,50.7661,8/4/2019 20:48,43681.86669
,46.0887,8/4/2019 20:48,43681.8667
,58.1054,8/4/2019 20:48,43681.86671
,51.2583,8/4/2019 20:48,43681.86672
,42.9963,8/4/2019 20:48,43681.86674
,60.0516,8/4/2019 20:48,43681.86675
,49.2965,8/4/2019 20:48,43681.86676
,49.5667,8/4/2019 20:48,43681.86677
,30.19,8/4/2019 20:48,43681.86678
,46.0001,8/4/2019 20:48,43681.86679
,44.8514,8/4/2019 20:48,43681.86681
,40.0248,8/4/2019 20:48,43681.86682
,49.8633,8/4/2019 20:48,43681.86683
,41.9213,8/4/2019 20:48,43681.86684
,49.6501,8/4/2019 20:48,43681.86685
,54.1427,8/4/2019 20:48,43681.86686
,42.7125,8/4/2019 20:48,43681.86688
,33.3271,8/4/2019 20:48,43681.86689
,60.3738,8/4/2019 20:48,43681.8669
,49.9311,8/4/2019 20:48,43681.86691
,38.2688,8/4/2019 20:48,43681.86692
,44.0241,8/4/2019 20:48,43681.86693
,56.5146,8/4/2019 20:48,43681.86694
,48.0448,8/4/2019 20:48,43681.86696
,53.0361,8/4/2019 20:48,43681.86697
,50.9956,8/4/2019 20:48,43681.86698
,43.8643,8/4/2019 20:48,43681.86699
,48.3411,8/4/2019 20:48,43681.867
,33.9025,8/4/2019 20:48,43681.86701
,58.7873,8/4/2019 20:48,43681.86703
,50.3887,8/4/2019 20:48,43681.86704
,46.0307,8/4/2019 20:48,43681.86705
,42.2164,8/4/2019 20:48,43681.86706
,42.6116,8/4/2019 20:48,43681.86707
,62.3352,8/4/2019 20:48,43681.86708
,38.0516,8/4/2019 20:48,43681.86709
,37.8094,8/4/2019 20:48,43681.86711
,44.6262,8/4/2019 20:48,43681.86712
,44.6356,8/4/2019 20:48,43681.86713
,51.9795,8/4/2019 20:48,43681.86714
,41.6589,8/4/2019 20:48,43681.86715
,47.0064,8/4/2019 20:48,43681.86716
,44.8905,8/4/2019 20:48,43681.86718
,39.8122,8/4/2019 20:48,43681.86719
,53.024,8/4/2019 20:48,43681.8672
,52.9205,8/4/2019 20:48,43681.86721
,46.808,8/4/2019 20:48,43681.86722
,35.5353,8/4/2019 20:48,43681.86723
,48.2687,8/4/2019 20:48,43681.86725
,54.8576,8/4/2019 20:48,43681.86726
,39.2083,8/4/2019 20:48,43681.86727
,47.8548,8/4/2019 20:48,43681.86728
,52.9433,8/4/2019 20:48,43681.86729
,62.0259,8/4/2019 20:48,43681.8673
,53.6847,8/4/2019 20:48,43681.86731
,42.3942,8/4/2019 20:48,43681.86733
,42.2901,8/4/2019 20:48,43681.86734
,41.7131,8/4/2019 20:48,43681.86735
,50.3378,8/4/2019 20:49,43681.86736
,51.8773,8/4/2019 20:49,43681.86737
,50.3991,8/4/2019 20:49,43681.86738
,46.0926,8/4/2019 20:49,43681.8674
,38.0625,8/4/2019 20:49,43681.86741
,52.2969,8/4/2019 20:49,43681.86742
,39.9678,8/4/2019 20:49,43681.86743
,45.6493,8/4/2019 20:49,43681.86744
,49.6783,8/4/2019 20:49,43681.86745
,37.023,8/4/2019 20:49,43681.86747
,38.1359,8/4/2019 20:49,43681.86748
,40.8863,8/4/2019 20:49,43681.86749
,45.424,8/4/2019 20:49,43681.8675
,46.2166,8/4/2019 20:49,43681.86751
,29.4375,8/4/2019 20:49,43681.86752
,39.2032,8/4/2019 20:49,43681.86753
,38.1605,8/4/2019 20:49,43681.86755
,47.6049,8/4/2019 20:49,43681.86756
,55.9975,8/4/2019 20:49,43681.86757
,38.606,8/4/2019 20:49,43681.86758
,52.9364,8/4/2019 20:49,43681.86759
,45.4321,8/4/2019 20:49,43681.8676
,49.4352,8/4/2019 20:49,43681.86762
,60.4076,8/4/2019 20:49,43681.86763
,48.0011,8/4/2019 20:49,43681.86764
,47.7685,8/4/2019 20:49,43681.86765
,41.37,8/4/2019 20:49,43681.86766
,46.5559,8/4/2019 20:49,43681.86767
,37.9118,8/4/2019 20:49,43681.86769
,42.2039,8/4/2019 20:49,43681.8677
,29.444,8/4/2019 20:49,43681.86771
,38.1934,8/4/2019 20:49,43681.86772
,47.9869,8/4/2019 20:49,43681.86773
,43.9716,8/4/2019 20:49,43681.86774
,47.2681,8/4/2019 20:49,43681.86775
,41.8002,8/4/2019 20:49,43681.86777
,51.0281,8/4/2019 20:49,43681.86778
,45.5989,8/4/2019 20:49,43681.86779
,34.4903,8/4/2019 20:49,43681.8678
,63.8529,8/4/2019 20:49,43681.86781
,73.3237,8/4/2019 20:49,43681.86782
,61.9067,8/4/2019 20:49,43681.86784
,36.7967,8/4/2019 20:49,43681.86785
,44.3794,8/4/2019 20:49,43681.86786
,39.1746,8/4/2019 20:49,43681.86787
,45.8278,8/4/2019 20:49,43681.86788
,46.2802,8/4/2019 20:49,43681.86789
,44.8621,8/4/2019 20:49,43681.86791
,59.6024,8/4/2019 20:49,43681.86792
,59.9854,8/4/2019 20:49,43681.86793
,55.4679,8/4/2019 20:49,43681.86794
,40.973,8/4/2019 20:49,43681.86795
,50.4657,8/4/2019 20:49,43681.86796
,55.2625,8/4/2019 20:49,43681.86797
,55.8371,8/4/2019 20:49,43681.86799
,44.0818,8/4/2019 20:49,43681.868
,43.9761,8/4/2019 20:49,43681.86801
,48.6885,8/4/2019 20:49,43681.86802
,39.5443,8/4/2019 20:49,43681.86803
,41.8692,8/4/2019 20:49,43681.86804
,40.276,8/4/2019 20:50,43681.86806
,48.992,8/4/2019 20:50,43681.86807
,47.8563,8/4/2019 20:50,43681.86808
,37.3547,8/4/2019 20:50,43681.86809
,33.2228,8/4/2019 20:50,43681.8681
,47.743,8/4/2019 20:50,43681.86811
,41.4442,8/4/2019 20:50,43681.86813
,59.7095,8/4/2019 20:50,43681.86814
,42.7622,8/4/2019 20:50,43681.86815
,41.5979,8/4/2019 20:50,43681.86816
,38.5803,8/4/2019 20:50,43681.86817
,40.3603,8/4/2019 20:50,43681.86818
,40.3618,8/4/2019 20:50,43681.86819
,48.6865,8/4/2019 20:50,43681.86821
,48.2771,8/4/2019 20:50,43681.86822
,41.8235,8/4/2019 20:50,43681.86823
,30.8257,8/4/2019 20:50,43681.86824
,30.0595,8/4/2019 20:50,43681.86825
,54.9745,8/4/2019 20:50,43681.86826
,44.2647,8/4/2019 20:50,43681.86828
,50.8117,8/4/2019 20:50,43681.86829
,46.1829,8/4/2019 20:50,43681.8683
,51.766,8/4/2019 20:50,43681.86831
,37.0488,8/4/2019 20:50,43681.86832
,54.0505,8/4/2019 20:50,43681.86833
,44.4324,8/4/2019 20:50,43681.86834
,51.1862,8/4/2019 20:50,43681.86836
,43.5193,8/4/2019 20:50,43681.86837
,38.1568,8/4/2019 20:50,43681.86838
,45.1136,8/4/2019 20:50,43681.86839
,51.4551,8/4/2019 20:50,43681.8684
,42.129,8/4/2019 20:50,43681.86841
,65.0516,8/4/2019 20:50,43681.86843
,55.5309,8/4/2019 20:50,43681.86844
,51.7311,8/4/2019 20:50,43681.86845
,63.8679,8/4/2019 20:50,43681.86846
,43.1007,8/4/2019 20:50,43681.86847
,37.7225,8/4/2019 20:50,43681.86848
,44.6869,8/4/2019 20:50,43681.8685
,34.2956,8/4/2019 20:50,43681.86851
,54.8697,8/4/2019 20:50,43681.86852
,55.2029,8/4/2019 20:50,43681.86853
,55.5685,8/4/2019 20:50,43681.86854
,40.167,8/4/2019 20:50,43681.86855
,47.8684,8/4/2019 20:50,43681.86856
,48.2862,8/4/2019 20:50,43681.86858
,64.7757,8/4/2019 20:50,43681.86859
,32.6483,8/4/2019 20:50,43681.8686
,30.9211,8/4/2019 20:50,43681.86861
,41.2331,8/4/2019 20:50,43681.86862
,43.3582,8/4/2019 20:50,43681.86863
,50.9196,8/4/2019 20:50,43681.86865
,47.3799,8/4/2019 20:50,43681.86866
,42.0213,8/4/2019 20:50,43681.86867
,52.6324,8/4/2019 20:50,43681.86868
,36.82,8/4/2019 20:50,43681.86869
,47.6918,8/4/2019 20:50,43681.8687
,49.2352,8/4/2019 20:50,43681.86872
,46.9935,8/4/2019 20:50,43681.86873
,44.7826,8/4/2019 20:50,43681.86874
,42.2737,8/4/2019 20:51,43681.86875
,46.7622,8/4/2019 20:51,43681.86876
,40.6264,8/4/2019 20:51,43681.86877
,33.0889,8/4/2019 20:51,43681.86878
,42.4975,8/4/2019 20:51,43681.8688
,69.1576,8/4/2019 20:51,43681.86881
,48.7566,8/4/2019 20:51,43681.86882
,54.0667,8/4/2019 20:51,43681.86883
,42.0717,8/4/2019 20:51,43681.86884
,52.6577,8/4/2019 20:51,43681.86885
,54.6972,8/4/2019 20:51,43681.86887
,45.965,8/4/2019 20:51,43681.86888
,52.0289,8/4/2019 20:51,43681.86889
,49.7113,8/4/2019 20:51,43681.8689
,47.5169,8/4/2019 20:51,43681.86891
,43.7698,8/4/2019 20:51,43681.86892
,38.92,8/4/2019 20:51,43681.86894
,34.1735,8/4/2019 20:51,43681.86895
,27.5908,8/4/2019 20:51,43681.86896
,49.1349,8/4/2019 20:51,43681.86897
,32.621,8/4/2019 20:51,43681.86898
,54.4745,8/4/2019 20:51,43681.86899
,46.9449,8/4/2019 20:51,43681.869
,47.7529,8/4/2019 20:51,43681.86902
,45.4189,8/4/2019 20:51,43681.86903
,40.9202,8/4/2019 20:51,43681.86904
,32.3175,8/4/2019 20:51,43681.86905
,51.3986,8/4/2019 20:51,43681.86906
,42.2759,8/4/2019 20:51,43681.86907
,43.4973,8/4/2019 20:51,43681.86909
,46.0129,8/4/2019 20:51,43681.8691
,60.6546,8/4/2019 20:51,43681.86911
,33.5194,8/4/2019 20:51,43681.86912
,55.9705,8/4/2019 20:51,43681.86913
,49.2548,8/4/2019 20:51,43681.86914
,46.5902,8/4/2019 20:51,43681.86916
,36.6949,8/4/2019 20:51,43681.86917
,56.3719,8/4/2019 20:51,43681.86918
,34.1745,8/4/2019 20:51,43681.86919
,45.6528,8/4/2019 20:51,43681.8692
,31.1573,8/4/2019 20:51,43681.86921
,46.2673,8/4/2019 20:51,43681.86922
,47.4958,8/4/2019 20:51,43681.86924
,45.6606,8/4/2019 20:51,43681.86925
,59.2897,8/4/2019 20:51,43681.86926
,40.049,8/4/2019 20:51,43681.86927
,48.2229,8/4/2019 20:51,43681.86928
,48.8981,8/4/2019 20:51,43681.86929
,53.8725,8/4/2019 20:51,43681.86931
,49.087,8/4/2019 20:51,43681.86932
,51.6636,8/4/2019 20:51,43681.86933
,64.4365,8/4/2019 20:51,43681.86934
,48.907,8/4/2019 20:51,43681.86935
,45.0301,8/4/2019 20:51,43681.86936
,52.6017,8/4/2019 20:51,43681.86938
,54.0943,8/4/2019 20:51,43681.86939
,47.8353,8/4/2019 20:51,43681.8694
,43.7048,8/4/2019 20:51,43681.86941
,43.9764,8/4/2019 20:51,43681.86942
,56.8202,8/4/2019 20:51,43681.86943
,55.39,8/4/2019 20:52,43681.86944
,39.4346,8/4/2019 20:52,43681.86946
,50.6017,8/4/2019 20:52,43681.86947
,58.6433,8/4/2019 20:52,43681.86948
,45.3552,8/4/2019 20:52,43681.86949
,54.0725,8/4/2019 20:52,43681.8695
,54.1356,8/4/2019 20:52,43681.86951
,35.2987,8/4/2019 20:52,43681.86953
,47.6771,8/4/2019 20:52,43681.86954
,29.8998,8/4/2019 20:52,43681.86955
,44.3438,8/4/2019 20:52,43681.86956
,60.7872,8/4/2019 20:52,43681.86957
,43.3897,8/4/2019 20:52,43681.86958
,46.1923,8/4/2019 20:52,43681.86959
,42.0995,8/4/2019 20:52,43681.86961
,36.1671,8/4/2019 20:52,43681.86962
,50.1697,8/4/2019 20:52,43681.86963
,42.9491,8/4/2019 20:52,43681.86964
,36.6981,8/4/2019 20:52,43681.86965
,44.5623,8/4/2019 20:52,43681.86966
,68.2419,8/4/2019 20:52,43681.86968
,35.1362,8/4/2019 20:52,43681.86969
,35.777,8/4/2019 20:52,43681.8697
,56.125,8/4/2019 20:52,43681.86971
,43.6926,8/4/2019 20:52,43681.86972
,31.8749,8/4/2019 20:52,43681.86973
,41.9835,8/4/2019 20:52,43681.86975
,53.6626,8/4/2019 20:52,43681.86976
,38.3696,8/4/2019 20:52,43681.86977
,40.5275,8/4/2019 20:52,43681.86978
,35.0843,8/4/2019 20:52,43681.86979
,53.3912,8/4/2019 20:52,43681.8698
,52.7376,8/4/2019 20:52,43681.86981
,45.2657,8/4/2019 20:52,43681.86983
,40.2468,8/4/2019 20:52,43681.86984
,41.9243,8/4/2019 20:52,43681.86985
,36.2318,8/4/2019 20:52,43681.86986
,56.9116,8/4/2019 20:52,43681.86987
,47.8529,8/4/2019 20:52,43681.86988
,47.0175,8/4/2019 20:52,43681.8699
,44.475,8/4/2019 20:52,43681.86991
,49.3012,8/4/2019 20:52,43681.86992
,47.0374,8/4/2019 20:52,43681.86993
,37.7996,8/4/2019 20:52,43681.86994
,40.7827,8/4/2019 20:52,43681.86995
,54.3505,8/4/2019 20:52,43681.86997
,46.3991,8/4/2019 20:52,43681.86998
,49.7001,8/4/2019 20:52,43681.86999
,50.7447,8/4/2019 20:52,43681.87
,54.9267,8/4/2019 20:52,43681.87001
,47.4831,8/4/2019 20:52,43681.87002
,45.7694,8/4/2019 20:52,43681.87003
,36.6561,8/4/2019 20:52,43681.87005
,42.2027,8/4/2019 20:52,43681.87006
,51.7778,8/4/2019 20:52,43681.87007
,37.1375,8/4/2019 20:52,43681.87008
,60.6321,8/4/2019 20:52,43681.87009
,39.7465,8/4/2019 20:52,43681.8701
,47.7266,8/4/2019 20:52,43681.87012
,54.1883,8/4/2019 20:52,43681.87013
,52.9595,8/4/2019 20:53,43681.87014
,31.1232,8/4/2019 20:53,43681.87015
,69.4196,8/4/2019 20:53,43681.87016
,39.5615,8/4/2019 20:53,43681.87017
,53.9671,8/4/2019 20:53,43681.87019
,48.2502,8/4/2019 20:53,43681.8702
,56.023,8/4/2019 20:53,43681.87021
,44.0157,8/4/2019 20:53,43681.87022
,56.9331,8/4/2019 20:53,43681.87023
,44.1024,8/4/2019 20:53,43681.87024
,55.2972,8/4/2019 20:53,43681.87025
,48.3022,8/4/2019 20:53,43681.87027
,31.5374,8/4/2019 20:53,43681.87028
,35.3349,8/4/2019 20:53,43681.87029
,37.4365,8/4/2019 20:53,43681.8703
,49.8237,8/4/2019 20:53,43681.87031
,32.6948,8/4/2019 20:53,43681.87032
,39.2608,8/4/2019 20:53,43681.87034
,58.8171,8/4/2019 20:53,43681.87035
,61.6591,8/4/2019 20:53,43681.87036
,42.4396,8/4/2019 20:53,43681.87037
,42.6074,8/4/2019 20:53,43681.87038
,52.6725,8/4/2019 20:53,43681.87039
,46.2233,8/4/2019 20:53,43681.87041
,48.9349,8/4/2019 20:53,43681.87042
,45.4137,8/4/2019 20:53,43681.87043
,46.0296,8/4/2019 20:53,43681.87044
,67.611,8/4/2019 20:53,43681.87045
,49.6592,8/4/2019 20:53,43681.87046
,44.8476,8/4/2019 20:53,43681.87047
,38.3383,8/4/2019 20:53,43681.87049
,41.1898,8/4/2019 20:53,43681.8705
,46.5502,8/4/2019 20:53,43681.87051
,32.6794,8/4/2019 20:53,43681.87052
,43.4592,8/4/2019 20:53,43681.87053
,45.7208,8/4/2019 20:53,43681.87054
,34.5066,8/4/2019 20:53,43681.87056
,49.9732,8/4/2019 20:53,43681.87057
,32.063,8/4/2019 20:53,43681.87058
,36.5106,8/4/2019 20:53,43681.87059
,46.1849,8/4/2019 20:53,43681.8706
,58.1828,8/4/2019 20:53,43681.87061
,54.9389,8/4/2019 20:53,43681.87063
,30.0545,8/4/2019 20:53,43681.87064
,45.082,8/4/2019 20:53,43681.87065
,49.3632,8/4/2019 20:53,43681.87066
,51.5238,8/4/2019 20:53,43681.87067
,39.4332,8/4/2019 20:53,43681.87068
,49.46,8/4/2019 20:53,43681.87069
,36.4213,8/4/2019 20:53,43681.87071
,37.8665,8/4/2019 20:53,43681.87072
,53.375,8/4/2019 20:53,43681.87073
,64.7156,8/4/2019 20:53,43681.87074
,60.5657,8/4/2019 20:53,43681.87075
,47.3967,8/4/2019 20:53,43681.87076
,49.6218,8/4/2019 20:53,43681.87078
,41.019,8/4/2019 20:53,43681.87079
,48.5121,8/4/2019 20:53,43681.8708
,39.9124,8/4/2019 20:53,43681.87081
,44.2327,8/4/2019 20:53,43681.87082
,48.678,8/4/2019 20:54,43681.87083
,40.0998,8/4/2019 20:54,43681.87084
,60.4275,8/4/2019 20:54,43681.87086
,43.4189,8/4/2019 20:54,43681.87087
,44.3837,8/4/2019 20:54,43681.87088
,37.7015,8/4/2019 20:54,43681.87089
,35.3077,8/4/2019 20:54,43681.8709
,37.195,8/4/2019 20:54,43681.87091
,45.7648,8/4/2019 20:54,43681.87093
,56.1472,8/4/2019 20:54,43681.87094
,57.878,8/4/2019 20:54,43681.87095
,31.835,8/4/2019 20:54,43681.87096
,51.2395,8/4/2019 20:54,43681.87097
,49.8716,8/4/2019 20:54,43681.87098
,62.0846,8/4/2019 20:54,43681.871
,54.8688,8/4/2019 20:54,43681.87101
,48.8115,8/4/2019 20:54,43681.87102
,45.4318,8/4/2019 20:54,43681.87103
,38.4918,8/4/2019 20:54,43681.87104
,33.603,8/4/2019 20:54,43681.87105
,44.0626,8/4/2019 20:54,43681.87106
,58.2061,8/4/2019 20:54,43681.87108
,64.2258,8/4/2019 20:54,43681.87109
,51.7293,8/4/2019 20:54,43681.8711
,41.5871,8/4/2019 20:54,43681.87111
,53.1812,8/4/2019 20:54,43681.87112
,44.238,8/4/2019 20:54,43681.87113
,49.2627,8/4/2019 20:54,43681.87115
,60.0684,8/4/2019 20:54,43681.87116
,44.4391,8/4/2019 20:54,43681.87117
,42.3671,8/4/2019 20:54,43681.87118
,35.0423,8/4/2019 20:54,43681.87119
,43.6513,8/4/2019 20:54,43681.8712
,43.85,8/4/2019 20:54,43681.87122
,35.042,8/4/2019 20:54,43681.87123
,40.6414,8/4/2019 20:54,43681.87124
,34.808,8/4/2019 20:54,43681.87125
,56.3654,8/4/2019 20:54,43681.87126
,54.6908,8/4/2019 20:54,43681.87127
,57.4652,8/4/2019 20:54,43681.87128
,45.8194,8/4/2019 20:54,43681.8713
,41.2814,8/4/2019 20:54,43681.87131
,39.1935,8/4/2019 20:54,43681.87132
,45.0216,8/4/2019 20:54,43681.87133
,42.1761,8/4/2019 20:54,43681.87134
,46.2418,8/4/2019 20:54,43681.87135
,51.8648,8/4/2019 20:54,43681.87137
,47.2687,8/4/2019 20:54,43681.87138
,33.964,8/4/2019 20:54,43681.87139
,58.0463,8/4/2019 20:54,43681.8714
,53.89,8/4/2019 20:54,43681.87141
,36.5635,8/4/2019 20:54,43681.87142
,51.0997,8/4/2019 20:54,43681.87144
,58.3269,8/4/2019 20:54,43681.87145
,40.6731,8/4/2019 20:54,43681.87146
,43.8214,8/4/2019 20:54,43681.87147
,40.0134,8/4/2019 20:54,43681.87148
,43.6812,8/4/2019 20:54,43681.87149
,30.8766,8/4/2019 20:54,43681.8715
,40.226,8/4/2019 20:54,43681.87152
,48.2461,8/4/2019 20:55,43681.87153
,54.6802,8/4/2019 20:55,43681.87154
,45.0337,8/4/2019 20:55,43681.87155
,36.5323,8/4/2019 20:55,43681.87156
,44.1438,8/4/2019 20:55,43681.87157
,49.0144,8/4/2019 20:55,43681.87159
,54.0983,8/4/2019 20:55,43681.8716
,68.6605,8/4/2019 20:55,43681.87161
,49.9443,8/4/2019 20:55,43681.87162
,53.5334,8/4/2019 20:55,43681.87163
,48.6711,8/4/2019 20:55,43681.87164
,35.2656,8/4/2019 20:55,43681.87166
,49.2932,8/4/2019 20:55,43681.87167
,35.8544,8/4/2019 20:55,43681.87168
,77.9474,8/4/2019 20:55,43681.87169
,52.3629,8/4/2019 20:55,43681.8717
