BlobID,Compound Name,Category,Label,Group Name,Inclusion,Internal Standard,Retention I (min),Retention II (sec),Peak Value,Volume,Library ID,Library Match Factor,Library Reverse Match Factor,Library Name,Library Probability,Library RI,Library Formula
454,"Silane, trimethyl(3-methyl-1-butynyl)-",Unknown,,,FALSE,0,33.16669235,1.85999987,17852,277548,109245,734,796,mainlib,24.23999977,,C8H16Si
362,Naphthalene,Marine Contaminant,,m_not_marine,TRUE,0,28.58335933,0.889999938,23711,280725,112554,905,925,mainlib,32.08000183,1182,C10H8
437,"(1R,2R,5R,E)-7-Ethylidene-1,2,8,8-tetramethylbicyclo[3.2.1]octane",Unknown,,,FALSE,0,28.75002599,0.70999995,18706,284552,120376,778,788,mainlib,19.96999931,1345,C14H24
223,Benzophenone,Marine Contaminant,Sunscreen,marine_contam_sunscreen,TRUE,0,43.16669165,1.189999917,28465,298104,79539,894,901,mainlib,26.27000046,1635,C13H10O
323,Styrene,Marine Contaminant,,marine_contam,TRUE,0,16.08336021,0.729999949,24984,298360,77117,833,867,mainlib,32.06000137,893,C8H8
803,"Pentanedinitrile, 2-methyl-",Unknown,,,FALSE,0,39.91669187,1.919999866,5478,301302,33282,671,743,mainlib,25.09000015,,C6H8N2
449,"3,5-Dimethoxy-4-hydroxytoluene",Unknown,,,FALSE,0,39.25002525,1.85999987,17971,301526,157165,625,651,mainlib,9.739999771,1447,C9H12O3
864,"Bicyclo[3.1.0]hex-3-en-2-one, 6,6-diphenyl-",Unknown,,,FALSE,0,43.50002496,4.359999695,5102,313191,208163,836,882,mainlib,34.95000076,,C18H14O
231,Nonanoic acid,Natural Marine,,marine?,TRUE,0,31.16669249,0.849999941,28116,319065,30970,868,872,mainlib,83.83999634,1273,C9H18O2
245,"Benzofuran, 2,3-dihydro-2,2,4,6-tetramethyl-",Unknown,,,FALSE,0,38.58335863,0.789999945,27387,319262,150985,838,844,mainlib,34.81000137,,C12H16O
148,Cyclodecanone,Unknown,,,FALSE,0,27.5833594,0.939999934,33256,330463,19487,756,761,mainlib,4.300000191,1385,C10H18O
473,3-tert-Butyl-2-pyrazolin-5-one,Unknown,,,FALSE,0,39.66669189,2.629999816,15745,332761,109766,695,719,mainlib,19.38999939,,C7H12N2O
133,"2-Propenoic acid, 2-methyl-, 3,3,5-trimethylcyclohexyl ester",Unknown,,,FALSE,0,34.16669228,0.85999994,43605,373976,85790,883,895,mainlib,74.61000061,,C13H22O2
136,"1-Cyclohexene-1-carboxaldehyde, 2,6,6-trimethyl-",Unknown,,m_not_marine,TRUE,0,29.75002592,1.14999992,41483,409954,4060,899,911,mainlib,61.20000076,1220,C10H16O
127,2-Decanone,Natural Marine,,marine,TRUE,0,28.58335933,1.089999924,46606,427011,27978,903,917,mainlib,72.5,1193,C10H20O
466,"Benzothiazole, 2-methyl-",Unknown,,,FALSE,0,32.50002573,0.889999938,16745,473103,137712,736,819,mainlib,62.75999832,1281,C8H7NS
605,"3H,4H-Pyrrolo[1,2-a]pyrazine",Unknown,,,FALSE,0,23.91669299,3.769999736,8110,474651,101624,640,658,mainlib,41.52000046,,C7H8N2
455,Dimethyl sulfone,Unknown,,,TRUE,0,17.5833601,4.269999701,17470,485382,48446,935,936,mainlib,94.69999695,922,C2H6O2S
105,"Tridecane, 3-methylene-",Unknown,,,FALSE,0,35.41669219,0.549999962,71131,499125,37325,860,875,mainlib,20.75,1407,C14H28
144,Benzoic acid,Natural Marine,,marine?- in fb but much higher,TRUE,0,27.33335942,0.949999934,37313,515981,80983,886,899,mainlib,16.07999992,1170,C7H6O2
457,"Pentanedinitrile, 2-methyl-",Unknown,,,FALSE,0,24.08335965,4.249999703,17019,519741,33282,874,882,mainlib,60.88999939,,C6H8N2
146,4-Octanol,Unknown,,,FALSE,0,20.58335989,0.71999995,36176,526310,34980,868,872,mainlib,64.59999847,978,C8H18O
116,Cycloundecene (Z),Unknown,,,FALSE,0,26.08335951,0.549999962,59252,533573,3181,858,868,mainlib,18.31999969,1223,C11H20
243,"Pentanedinitrile, 2-methylene-",Unknown,,m_not_marine,TRUE,0,23.41669303,3.689999742,25615,661103,32023,883,908,mainlib,90.84999847,1023,C6H6N2
128,Octadecanal,Unknown,,,FALSE,0,45.41669149,0.939999934,46558,732982,6105,855,878,mainlib,12.10999966,2021,C18H36O
113,"3,5-di-tert-Butyl-4-hydroxybenzaldehyde",Marine Contaminant,,maybe_marine_contam,FALSE,0,46.6666914,1.389999903,57811,802755,195580,881,899,mainlib,64.01000214,1772,C15H22O2
102,Decanenitrile,Unknown,,,FALSE,0,28.1666927,1.449999899,75405,828875,2053,889,895,mainlib,37.06000137,1286,C10H19N
109,Dodecanal,Natural Marine,,marine,TRUE,0,36.16669214,0.969999932,62562,895169,3047,940,966,mainlib,50.93000031,1409,C12H24O
27,"Octane, 1-chloro-",Natural Marine,,marine,TRUE,0,23.50002636,0.689999952,143267,970145,59077,893,896,mainlib,52.68999863,1059,C8H17Cl
86,Octanal,Natural Marine,,marine,TRUE,0,21.08335986,1.049999927,99062,1123363,6679,878,879,mainlib,44.38000107,1003,C8H16O
78,Octanenitrile,Unknown,,marine?,TRUE,0,24.2500263,1.519999894,102190,1363896,51047,912,913,mainlib,47.13999939,1082,C8H15N
64,Decanal,Natural Marine,,marine,TRUE,0,29.0833593,0.99999993,114625,1762121,6100,924,926,mainlib,45.63999939,1206,C10H20O
97,Benzothiazole,Natural Marine,,orbitrap,TRUE,0,30.0000259,0.959999933,84897,1847606,120245,916,916,mainlib,70.33000183,1229,C7H5NS
21,"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)-",Unknown,,,FALSE,0,38.00002534,1.309999908,207062,3275175,165354,888,894,mainlib,62.47000122,1471,C14H20O2
